code Swiss-Prot
1FT2 FNTA_RAT
1FT3 GDIR1_HUMAN
1FT4 TNR1A_HUMAN
1FT5 C554_NITEU
1FT6 C554_NITEU
1FT7 AMPX_VIBPR
1FT8 NXF1_HUMAN
1FTA F16P1_HUMAN
1FTC FER1_AZOVI
1FTE ACPS_STRPN
1FTF ACPS_STRPN
1FTG FLAV_ANASO
1FTH ACPS_STRPN
1FTI FNTA_RAT
1FTJ GRIA2_RAT
1FTK GRIA2_RAT
1FTL GRIA2_RAT
1FTM GRIA2_RAT
1FTN RHOA_HUMAN
1FTO GRIA2_RAT
1FTP FABPM_SCHGR
1FTQ PYGM_RABIT
1FTR FTR_METKA
1FTS FTSY_ECOLI
1FTT NKX21_RAT
1FTV ACTN_ACTCH
1FTW PYGM_RABIT
1FTX ALR_BACST
1FTY PYGM_RABIT
1FTZ FTZ_DROME
1FU0 PTHP_ENTFA
1FU1 XRCC4_HUMAN
1FU2 INS_HUMAN
1FU3 CO16A_CONTE
1FU4 PYGM_RABIT
1FU5 MT_POVM3
1FU6 P85A_RAT
1FU7 PYGM_RABIT
1FU8 PYGM_RABIT
1FU9 USH_DROME
1FUA FUCA_ECOLI
1FUB INS_HUMAN
1FUE FLAV_HELPJ
1FUG METK_ECOLI
1FUI FUCI_ECOLI
1FUJ PRTN3_HUMAN
1FUK IF4A_YEAST
1FUN SODC_HUMAN
1FUO FUMC_ECOLI
1FUP FUMC_ECOLI
1FUQ FUMC_ECOLI
1FUR FUMC_ECOLI
1FUS RNF1_GIBFU
1FUT RNF1_GIBFU
1FUU IF4A_YEAST
1FUW MONA_DIOCU
1FUX YBCL_ECOLI
1FUY TRPA_SALTY
1FV0 PA28_DABRR
1FV1 DRA_HUMAN
1FV2 TETX_CLOTE
1FV3 TETX_CLOTE
1FV4 FA5_HUMAN
1FV5 USH_DROME
1FV9 UROK_HUMAN
1FVA MSRA_BOVIN
1FVG MSRA_BOVIN
1FVJ DSBA_ECOLI
1FVK DSBA_ECOLI
1FVL DISF_TRIFL
1FVN NPY_PIG
1FVO OTC_HUMAN
1FVP LUXF_PHOPO
1FVQ ATU2_YEAST
1FVR TIE2_HUMAN
1FVS ATU2_YEAST
1FVT CDK2_HUMAN
1FVU BOTA_BOTJA
1FVV CCNA2_HUMAN
1FVX FLAV_CLOBE
1FVY PTHY_HUMAN
1FW0 GRIA2_RAT
1FW1 MAAI_HUMAN
1FW2 PA1_ECOLI
1FW3 PA1_ECOLI
1FW4 CALM_BOVIN
1FW5 POLN_SFV
1FW6 MUTS_THEAQ
1FW7 RNBR_BACAM
1FW8 PGK_YEAST
1FW9 UBIC_ECOLI
1FWA URE1_KLEAE
1FWB URE1_KLEAE
1FWC URE1_KLEAE
1FWD URE1_KLEAE
1FWE URE1_KLEAE
1FWF URE1_KLEAE
1FWG URE1_KLEAE
1FWH URE1_KLEAE
1FWI URE1_KLEAE
1FWJ URE1_KLEAE
1FWK KHSE_METJA
1FWL KHSE_METJA
1FWM TYSY_ECOLI
1FWN KDSA_AQUAE
1FWO ORYB_ORYSJ
1FWP CHEA_ECOLI
1FWQ MSS4_HUMAN
1FWR ALKH_ECOLI
1FWS KDSA_AQUAE
1FWT KDSA_AQUAE
1FWU MRC1_MOUSE
1FWV MRC1_MOUSE
1FWW KDSA_AQUAE
1FWX NOSZ_PARDE
1FWY GLMU_ECOLI
1FWZ DTXR_CORDI
1FX0 ATPA_SPIOL
1FX1 FLAV_DESVH
1FX2 CY41_TRYBB
1FX3 SECB_HAEIN
1FX4 CY43_TRYBB
1FX5 LEC1_ULEEU
1FX6 KDSA_AQUAE
1FX7 IDER_MYCTU
1FX8 GLPF_ECOLI
1FX9 PA21B_PIG
1FXA FER1_ANASP
1FXD FER_DESGI
1FXF PA21B_PIG
1FXH PAC_ECOLX
1FXI FER_APHSA
1FXJ GLMU_ECOLI
1FXK PFDA_METTH
1FXL ELAV4_HUMAN
1FXP KDSA_AQUAE
1FXQ KDSA_AQUAE
1FXR FER1_DESAF
1FXS FCL_ECOLI
1FXT UBC1_YEAST
1FXU PNPH_BOVIN
1FXV PAC_ECOLX
1FXW PA1B2_BOVIN
1FXX EX1_ECOLI
1FXY FA10_HUMAN
1FXZ GLYG1_SOYBN
1FY1 CAP7_HUMAN
1FY2 PEPE_SALTY
1FY3 CAP7_HUMAN
1FY4 TRYP_FUSOX
1FY5 TRYP_FUSOX
1FY6 KDSA_AQUAE
1FY7 ESA1_YEAST
1FY8 BPT1_BOVIN
1FY9 CH60_ECOLI
1FYA CH60_ECOLI
1FYC ODP2_HUMAN
1FYD NADE_BACSU
1FYE PEPE_SALTY
1FYF SYT_ECOLI
1FYG CO13_CONST
1FYH IFNG_HUMAN
1FYJ SYEP_HUMAN
1FYK HSF_KLULA
1FYL HSF_KLULA
1FYM HSF_KLULA
1FYN FYN_HUMAN
1FYR GRB2_HUMAN
1FYS RNT1_ASPOR
1FYT 2B11_HUMAN
1FYU LEC_ERYCO
1FYV TLR1_HUMAN
1FYW TLR2_HUMAN
1FYX TLR2_HUMAN
1FYZ MEMA_METCA
1FZ0 MEMA_METCA
1FZ1 MEMA_METCA
1FZ2 MEMA_METCA
1FZ3 MEMA_METCA
1FZ4 MEMA_METCA
1FZ5 MEMA_METCA
1FZ6 MEMA_METCA
1FZ7 MEMA_METCA
1FZ8 MEMA_METCA
1FZ9 MEMA_METCA
1FZA FIBA_HUMAN
1FZB FIBA_HUMAN
1FZC FIBA_HUMAN
1FZD FIBA_HUMAN
1FZE FIBA_HUMAN
1FZF FIBA_HUMAN
1FZG FIBA_HUMAN
1FZH MEMA_METCA
1FZI MEMA_METCA
1FZJ B2MG_MOUSE
1FZK B2MG_MOUSE
1FZM B2MG_MOUSE
1FZO B2MG_MOUSE
1FZP SARA_STAAU
1FZQ ARL3_MOUSE
1FZR ENRN_BPT7
1FZT PMGY_SCHPO
1FZU RNT1_ASPOR
1FZV PLGF_HUMAN
1FZY UBC1_YEAST
1FZZ CELA1_PIG
1G01 GUN_BACS6
1G02 RNT1_ASPOR
1G03 GAG_HTL1M
1G04 PRIO_SHEEP
1G05 MMP3_HUMAN
1G06 LYS_BPT4
1G07 LYS_BPT4
1G08 HBA_BOVIN
1G09 HBA_BOVIN
1G0A HBA_BOVIN
1G0B HBA_HORSE
1G0C GUN_BACS6
1G0D TGM2_PAGMA
1G0E CAH2_HUMAN
1G0F CAH2_HUMAN
1G0G LYS_BPT4
1G0H SUHB_METJA
1G0I SUHB_METJA
1G0J LYS_BPT4
1G0K LYS_BPT4
1G0L LYS_BPT4
1G0M LYS_BPT4
1G0N T4HR_MAGGR
1G0O T4HR_MAGGR
1G0P LYS_BPT4
1G0Q LYS_BPT4
1G0S ADPP_ECOLI
1G0T DSBC_ECOLI
1G0U PSA1_YEAST
1G0V CARP_YEAST
1G0W KCRM_BOVIN
1G0X LIRB1_HUMAN
1G0Y IL1R1_HUMAN
1G10 TMOD_PSEME
1G11 TMOD_PSEME
1G12 PLMP_GRIFR
1G13 SAP3_HUMAN
1G15 RNH_ECOLI
1G16 SEC4_YEAST
1G17 SEC4_YEAST
1G18 RECA_MYCTU
1G19 RECA_MYCTU
1G1A RMLB_SALTY
1G1B UBIC_ECOLI
1G1C TITIN_HUMAN
1G1D CAH2_HUMAN
1G1E MAD1_HUMAN
1G1F PTN1_HUMAN
1G1G PTN1_HUMAN
1G1H PTN1_HUMAN
1G1I NSP4_ROTS1
1G1J NSP4_ROTS1
1G1M NIFH1_AZOVI
1G1O TTHY_HUMAN
1G1P CO6A_CONER
1G1Q LYAM3_HUMAN
1G1R LYAM3_HUMAN
1G1S LYAM3_HUMAN
1G1T LYAM2_HUMAN
1G1U RXRA_HUMAN
1G1V LYS_BPT4
1G1W LYS_BPT4
1G1X RS15_THET8
1G1Y NEPU2_THEVU
1G1Z CO6A_CONER
1G20 NIFD_AZOVI
1G21 NIFD_AZOVI
1G24 ARC3_CBDP
1G25 MAT1_HUMAN
1G26 GRN_HUMAN
1G27 DEF_ECOLI
1G2A DEF_ECOLI
1G2B SPTA2_CHICK
1G2C FUS_HRSVR
1G2D EGR1_MOUSE
1G2E ELAV4_HUMAN
1G2F EGR1_MOUSE
1G2G CA1_CONIM
1G2H TYRR_HAEIN
1G2I PFPI_PYRHO
1G2K POL_HV1B5
1G2L FA10_HUMAN
1G2M FA10_HUMAN
1G2O PUNA_MYCTU
1G2P APT1_YEAST
1G2Q APT1_YEAST
1G2S CCL26_HUMAN
1G2T CCL26_HUMAN
1G2U LEU3_THET8
1G2W DAAA_BACYM
1G2X PA2K_BUNCE
1G2Y HNF1A_MOUSE
1G2Z HNF1A_MOUSE
1G30 HIR2B_HIRME
1G31 VG31_BPT4
1G32 HIR2B_HIRME
1G33 PRVA_RAT
1G35 POL_HV1B1
1G36 TRY1_BOVIN
1G37 THRB_HUMAN
1G38 MTTA_THEAQ
1G39 HNF1A_MOUSE
1G3B TRY1_BOVIN
1G3C TRY1_BOVIN
1G3D TRY1_BOVIN
1G3E TRY1_BOVIN
1G3F DBLOH_HUMAN
1G3G RAD53_YEAST
1G3I HSLU_HAEIN
1G3J CTNB1_HUMAN
1G3K HSLV_HAEIN
1G3M ST1E1_HUMAN
1G3N CDK6_HUMAN
1G3O FER1_AZOVI
1G3P G3P_BPM13
1G3S DTXR_CORDI
1G3T DTXR_CORDI
1G3U KTHY_MYCTU
1G3W DTXR_CORDI
1G3Y DTXR_CORDI
1G3Z CAH2_HUMAN
1G40 VCP_VACCW
1G41 HSLU_HAEIN
1G42 LINB_PSEPA
1G44 VCP_VACCW
1G45 CAH2_HUMAN
1G46 CAH2_HUMAN
1G47 LIMS1_HUMAN
1G48 CAH2_HUMAN
1G49 MMP3_HUMAN
1G4A HSLU_ECOLI
1G4B HSLU_ECOLI
1G4C HPPK_ECOLI
1G4D RPC1_BPMU
1G4E THIE_BACSU
1G4F APOH_HUMAN
1G4G APOH_HUMAN
1G4H LINB_PSEPA
1G4I PA21B_BOVIN
1G4J CAH2_HUMAN
1G4K MMP3_HUMAN
1G4M ARRB1_BOVIN
1G4O CAH2_HUMAN
1G4P THIE_BACSU
1G4R ARRB1_BOVIN
1G4S THIE_BACSU
1G4T THIE_BACSU
1G4U RAC1_HUMAN
1G4V AAT_ECOLI
1G4W SPTP_SALTY
1G4X AAT_ECOLI
1G4Y CALM_RAT
1G50 ESR1_HUMAN
1G51 SYD_THETH
1G52 CAH2_HUMAN
1G53 CAH2_HUMAN
1G54 CAH2_HUMAN
1G55 TRDMT_HUMAN
1G57 RIBB_ECOLI
1G58 RIBB_ECOLI
1G59 SYE_THET8
1G5A AMYS_NEIPO
1G5B PP_LAMBD
1G5F LINB_PSEPA
1G5G FUS_NDVD
1G5H DPOG2_MOUSE
1G5I DPOG2_MOUSE
1G5J B2CL1_HUMAN
1G5M BCL2_HUMAN
1G5N ANXA5_RAT
1G5P NIFH1_AZOVI
1G5Q EPID_STAEP
1G5R BTUR_SALTY
1G5S CDK2_HUMAN
1G5T BTUR_SALTY
1G5U PROF6_HEVBR
1G5V SMN_HUMAN
1G5W FABPH_HUMAN
1G5X FABB_ECOLI
1G5Y RXRA_HUMAN
1G60 MTM2_MORBO
1G61 IF6_METJA
1G62 IF6_YEAST
1G63 EPID_STAEP
1G64 BTUR_SALTY
1G65 PSA1_YEAST
1G66 AXE2_PENPU
1G67 THIE_BACSU
1G68 BLP4_PSEAE
1G69 THIE_BACSU
1G6A BLP4_PSEAE
1G6B FER1_AZOVI
1G6C THIE_BACSU
1G6G RAD53_YEAST
1G6H LIVG_METJA
1G6I MNS1_YEAST
1G6J UBC_HUMAN
1G6K DHG_BACME
1G6L POL_HV1H2
1G6M CBT2_NAJKA
1G6N CRP_ECOLI
1G6P CSP_THEMA
1G6Q HMT1_YEAST
1G6R B2MG_MOUSE
1G6S AROA_ECOLI
1G6T AROA_ECOLI
1G6V CAH2_BOVIN
1G6W URE2_YEAST
1G6X BPT1_BOVIN
1G6Y URE2_YEAST
1G6Z CLR4_SCHPO
1G71 PRIS_PYRFU
1G72 DHM1_METME
1G73 DBLOH_HUMAN
1G74 FABP4_MOUSE
1G76 PDXH_ECOLI
1G77 PDXH_ECOLI
1G78 PDXH_ECOLI
1G79 PDXH_ECOLI
1G7A INS_HUMAN
1G7B INS_HUMAN
1G7C EF1A_YEAST
1G7D ERP29_RAT
1G7E ERP29_RAT
1G7F PTN1_HUMAN
1G7G PTN1_HUMAN
1G7H HVM44_MOUSE
1G7I HVM44_MOUSE
1G7J HVM44_MOUSE
1G7K RFP_DISSP
1G7L HVM44_MOUSE
1G7M HVM44_MOUSE
1G7N FABP4_MOUSE
1G7O GLRX2_ECOLI
1G7P B2MG_MOUSE
1G7Q B2MG_MOUSE
1G7R IF2P_METTH
1G7S IF2P_METTH
1G7T IF2P_METTH
1G7U KDSA_ECOLI
1G7V KDSA_ECOLI
1G7W AAT_ECOLI
1G7X AAT_ECOLI
1G7Y LEC5_DOLBI
1G81 UBIC_ECOLI
1G82 FGF9_HUMAN
1G83 FYN_HUMAN
1G84 IGHE_HUMAN
1G85 OBP_BOVIN
1G86 LPPL_HUMAN
1G87 GUNG_CLOCE
1G88 SMAD4_HUMAN
1G89 CTHL4_BOVIN
1G8A FLPA_PYRHO
1G8C CTHL4_BOVIN
1G8E FLHD_ECOLI
1G8F MET3_YEAST
1G8G MET3_YEAST
1G8H MET3_YEAST
1G8I NCS1_HUMAN
1G8J AOXB_ALCFA
1G8K AOXB_ALCFA
1G8L MOEA_ECOLI
1G8M PUR9_CHICK
1G8O GGTA1_BOVIN
1G8P BCHI_RHOCA
1G8Q CD81_HUMAN
1G8R MOEA_ECOLI
1G8S FLPA_METJA
1G8T NUCA_SERMA
1G8W PHAL_PHAVU
1G8X ACTNA_DICDI
1G8Y REPJ_ECOLX
1G8Z CHTB_VIBCH
1G90 OMPA_ECOLI
1G91 CCL23_HUMAN
1G92 POTX_PARCV
1G93 GGTA1_BOVIN
1G94 AMY_PSEHA
1G95 GLMU_STRPN
1G96 CYTC_HUMAN
1G97 GLMU_STRPN
1G98 G6PI_RABIT
1G99 ACKA_METTE
1G9A BXB_CLOBO
1G9B BXB_CLOBO
1G9C BXB_CLOBO
1G9D BXB_CLOBO
1G9F LEC_SOYBN
1G9G GUNF_CLOCE
1G9H AMY_PSEHA
1G9I IBB_PHAAU
1G9J GUNF_CLOCE
1G9L PABP1_HUMAN
1G9M CD4_HUMAN
1G9N CD4_HUMAN
1G9O NHRF1_HUMAN
1G9P TOT2A_HADVE
1G9Q ADPP_ECOLI
1G9S HPRT_ECOLI
1G9T HPRT_ECOLI
1G9U YOPM_YERPE
1G9V HBA_HUMAN
1G9X LIVG_METJA
1G9Y DNE1_CHLRE
1G9Z DNE1_CHLRE
1GA1 PICP_PSESR
1GA2 GUNG_CLOCE
1GA3 IL13_HUMAN
1GA4 PICP_PSESR
1GA5 NR1D1_HUMAN
1GA6 PICP_PSESR
1GA7 ADPP_ECOLI
1GA9 AMPC_ECOLI
1GAB PAB_PEPMA
1GAD G3P1_ECOLI
1GAE G3P1_ECOLI
1GAF IGHG1_HUMAN
1GAG INSR_HUMAN
1GAH AMYG_ASPAW
1GAI AMYG_ASPAW
1GAJ LIVG_METJA
1GAL GOX_ASPNG
1GAM CRGB_BOVIN
1GAN LEG1_BUFAR
1GAO FER1_AZOVI
1GAQ FER1_MAIZE
1GAR PUR3_ECOLI
1GAT GATA1_CHICK
1GAU GATA1_CHICK
1GAV COAT_BPGA
1GAX SYV_THETH
1GAY LYSC_HUMAN
1GAZ LYSC_HUMAN
1GB0 LYSC_HUMAN
1GB1 SPG1_STRSG
1GB2 LYSC_HUMAN
1GB3 LYSC_HUMAN
1GB4 SPG2_STRSG
1GB5 LYSC_HUMAN
1GB6 LYSC_HUMAN
1GB7 LYSC_HUMAN
1GB8 LYSC_HUMAN
1GB9 LYSC_HUMAN
1GBA PRLA_LYSEN
1GBB PRLA_LYSEN
1GBC PRLA_LYSEN
1GBD PRLA_LYSEN
1GBE PRLA_LYSEN
1GBF PRLA_LYSEN
1GBG GUB_BACLI
1GBH PRLA_LYSEN
1GBI PRLA_LYSEN
1GBJ PRLA_LYSEN
1GBK PRLA_LYSEN
1GBL PRLA_LYSEN
1GBM PRLA_LYSEN
1GBN OAT_HUMAN
1GBO LYSC_HUMAN
1GBQ GRB2_MOUSE
1GBR GRB2_MOUSE
1GBS LYG_CYGAT
1GBT TRY1_BOVIN
1GBU HBA_HUMAN
1GBV HBA_HUMAN
1GBW LYSC_HUMAN
1GBX LYSC_HUMAN
1GBY LYSC_HUMAN
1GBZ LYSC_HUMAN
1GC0 MEGL_PSEPU
1GC1 CD4_HUMAN
1GC2 MEGL_PSEPU
1GC3 AAT_THET8
1GC4 AAT_THET8
1GC5 GLKA_THELI
1GC6 RADI_MOUSE
1GC7 RADI_MOUSE
1GC8 LEU3_THET8
1GC9 LEU3_THET8
1GCA DGAL_SALTY
1GCB BLH1_YEAST
1GCC EF100_ARATH
1GCD CTRA_BOVIN
1GCE AMPC_ENTCL
1GCF CSF3R_MOUSE
1GCG DGAL_SALTY
1GCI SUBS_BACLE
1GCJ IMB1_MOUSE
1GCK AAT_THET8
1GCL GCN4_YEAST
1GCM GCN4_YEAST
1GCN GLUC_PIG
1GCO DHG_BACME
1GCP VAV_MOUSE
1GCQ GRB2_HUMAN
1GCS CRGB_BOVIN
1GCT CTRA_BOVIN
1GCU BIEA_RAT
1GCV HBA_MUSGR
1GCW HBA_MUSGR
1GCY AMT4_PSEST
1GCZ MIF_HUMAN
1GD0 MIF_HUMAN
1GD1 G3P_BACST
1GD2 AP1_SCHPO
1GD3 CYTA_HUMAN
1GD4 CYTA_HUMAN
1GD5 NCF1_HUMAN
1GD6 LYS_BOMMO
1GD8 RL17_THET8
1GDC GCR_RAT
1GDD GNAI1_RAT
1GDF GDIR1_BOVIN
1GDH DHGY_HYPME
1GDI LGB2_LUPLU
1GDJ LGB2_LUPLU
1GDK LGB2_LUPLU
1GDL LGB2_LUPLU
1GDN TRYP_FUSOX
1GDQ TRYP_FUSOX
1GDR TNR1_ECOLI
1GDT TNR1_ECOLI
1GDU TRYP_FUSOX
1GDV CYC6_PORYE
1GDW LYSC_HUMAN
1GDX LYSC_HUMAN
1GE0 LYSC_HUMAN
1GE1 LYSC_HUMAN
1GE2 LYSC_HUMAN
1GE3 LYSC_HUMAN
1GE4 LYSC_HUMAN
1GE5 PLMP_GRIFR
1GE6 PLMP_GRIFR
1GE7 PLMP_GRIFR
1GE8 PCNA_PYRFU
1GE9 RRF_AQUAE
1GEA PACA_HUMAN
1GEB CPXA_PSEPU
1GEC PAPA4_CARPA
1GED NOR_FUSOX
1GEE DHG_BACME
1GEG BUDC_KLEPN
1GEH RBL_PYRKO
1GEI NOR_FUSOX
1GEJ NOR_FUSOX
1GEK CPXA_PSEPU
1GEM CPXA_PSEPU
1GEN MMP2_HUMAN
1GEQ TRPA_PYRFU
1GER GSHR_ECOLI
1GES GSHR_ECOLI
1GET GSHR_ECOLI
1GEU GSHR_ECOLI
1GEV LYSC_HUMAN
1GEW HIS8_ECOLI
1GEX HIS8_ECOLI
1GEY HIS8_ECOLI
1GEZ LYSC_HUMAN
1GF0 LYSC_HUMAN
1GF1 IGF1_HUMAN
1GF2 IGF2_HUMAN
1GF3 LYSC_HUMAN
1GF4 LYSC_HUMAN
1GF5 LYSC_HUMAN
1GF6 LYSC_HUMAN
1GF7 LYSC_HUMAN
1GF8 LYSC_HUMAN
1GF9 LYSC_HUMAN
1GFA LYSC_HUMAN
1GFC GRB2_HUMAN
1GFD GRB2_HUMAN
1GFE LYSC_HUMAN
1GFF VGF_BPG4
1GFG LYSC_HUMAN
1GFH LYSC_HUMAN
1GFI GNAI1_RAT
1GFJ LYSC_HUMAN
1GFK LYSC_HUMAN
1GFL GFP_AEQVI
1GFM OMPF_ECOLI
1GFN OMPF_ECOLI
1GFO OMPF_ECOLI
1GFP OMPF_ECOLI
1GFQ OMPF_ECOLI
1GFR LYSC_HUMAN
1GFS FCL_ECOLI
1GFT LYSC_HUMAN
1GFU LYSC_HUMAN
1GFV LYSC_HUMAN
1GFW CASP3_HUMAN
1GFX RPC1_LAMBD
1GFY PTN1_HUMAN
1GFZ PYGM_RABIT
1GG0 KDSA_ECOLI
1GG1 AROG_ECOLI
1GG2 GBB1_BOVIN
1GG3 41_HUMAN
1GG4 MURF_ECOLI
1GG5 NQO1_HUMAN
1GG6 CTRA_BOVIN
1GG8 PYGM_RABIT
1GG9 CATE_ECOLI
1GGB GCAM_MOUSE
1GGC GCAM_MOUSE
1GGD CTRA_BOVIN
1GGE CATE_ECOLI
1GGF CATE_ECOLI
1GGG GLNH_ECOLI
1GGH CATE_ECOLI
1GGI GCAA_MOUSE
1GGJ CATE_ECOLI
1GGK CATE_ECOLI
1GGL RET5_HUMAN
1GGM SYG_THET8
1GGN PYGM_RABIT
1GGO PPDK_CLOSY
1GGQ OSPC1_BORBU
1GGR PTGA_ECOLI
1GGT F13A_HUMAN
1GGU F13A_HUMAN
1GGV CLCD_PSEPU
1GGW MLR4_SCHPO
1GGX RFP_DISSP
1GGY F13A_HUMAN
1GGZ CALL3_HUMAN
1GH0 PHCA_SPIPL
1GH1 NLTP1_WHEAT
1GH2 TXNL1_HUMAN
1GH4 PA21B_BOVIN
1GH6 LT_SV40
1GH7 IL3RB_HUMAN
1GH8 EF1B_METTH
1GH9 PA84_METTH
1GHA CTRA_BOVIN
1GHB CTRA_BOVIN
1GHC H11L_CHICK
1GHE TTR_PSESZ
1GHH DINI_ECOLI
1GHI BLAC_STAAU
1GHJ ODO2_AZOVI
1GHK ODO2_AZOVI
1GHL LYSC_PHACO
1GHM BLAC_STAAU
1GHO BGAL_ECOLI
1GHP BLAC_STAAU
1GHQ CO3_HUMAN
1GHR GUB2_HORVU
1GHS E13B_HORVU
1GHT TNR1_ECOLI
1GHU GRB2_HUMAN
1GHV THRB_HUMAN
1GHW THRB_HUMAN
1GHX THRB_HUMAN
1GHY THRB_HUMAN
1GHZ TRY1_BOVIN
1GI0 TRY1_BOVIN
1GI1 TRY1_BOVIN
1GI2 TRY1_BOVIN
1GI3 TRY1_BOVIN
1GI4 TRY1_BOVIN
1GI5 TRY1_BOVIN
1GI6 TRY1_BOVIN
1GI7 UROK_HUMAN
1GI8 UROK_HUMAN
1GI9 UROK_HUMAN
1GIA GNAI1_RAT
1GIB CM3B_CONGE
1GIC CONA_CANEN
1GIE SFTPA_RAT
1GIF MIF_HUMAN
1GIH CDK2_HUMAN
1GII CDK2_HUMAN
1GIJ CDK2_HUMAN
1GIK RIPS_PHYAM
1GIL GNAI1_RAT
1GIM PURA_ECOLI
1GIN PURA_ECOLI
1GIO ANG1_BOVIN
1GIS RIPT_TRIKI
1GIT GNAI1_RAT
1GIU RIPT_TRIKI
1GIW CYC_HORSE
1GIX RS10_THET8
1GIY RL11_THET8
1GJ4 THRB_HUMAN
1GJ5 THRB_HUMAN
1GJ6 TRY1_BOVIN
1GJ7 UROK_HUMAN
1GJ8 UROK_HUMAN
1GJ9 UROK_HUMAN
1GJA UROK_HUMAN
1GJB UROK_HUMAN
1GJC UROK_HUMAN
1GJD UROK_HUMAN
1GJH BCL2_HUMAN
1GJI REL_CHICK
1GJJ LAP2A_HUMAN
1GJM CPXA_PSEPU
1GJN MYG_HORSE
1GJO FGFR2_HUMAN
1GJP HEM2_YEAST
1GJQ NIRS_PSEAE
1GJR FENR_ANASO
1GJS SPG2_STRSG
1GJT SPG2_STRSG
1GJV BCKD_RAT
1GJY SORCN_CRIGR
1GJZ UBC_HUMAN
1GK0 G7AC_PSEU7
1GK1 G7AC_PSEU7
1GK2 HUTH_PSEPU
1GK3 HUTH_PSEPU
1GK4 VIME_HUMAN
1GK5 EGF_MOUSE
1GK6 GCN4_YEAST
1GK7 VIME_HUMAN
1GK8 RBL_CHLRE
1GK9 PAC_ECOLX
1GKA CRA1_HOMGA
1GKB CONA_CANEN
1GKC MMP9_HUMAN
1GKD MMP9_HUMAN
1GKE TTHY_RAT
1GKF PAC_ECOLX
1GKG CR1_HUMAN
1GKH G5P_BPF1
1GKJ HUTH_PSEPU
1GKK XYNY_CLOTM
1GKL XYNY_CLOTM
1GKM HUTH_PSEPU
1GKN CR1_HUMAN
1GKO TTHY_HUMAN
1GKR HYDL_ARTAU
1GKS CY551_HALHA
1GKT CARP_CRYPA
1GKU RGYR_ARCFU
1GKX BCKD_RAT
1GKY KGUA_YEAST
1GKZ BCKD_RAT
1GL0 CTRA_BOVIN
1GL1 CTRA_BOVIN
1GL2 STX7_MOUSE
1GL3 DHAS_ECOLI
1GL4 NID1_MOUSE
1GL5 TEC_MOUSE
1GL8 TRXM_SPIOL
1GL9 RGYR_ARCFU
1GLA GLPK_ECOLI
1GLB GLPK_ECOLI
1GLC GLPK_ECOLI
1GLD GLPK_ECOLI
1GLE GLPK_ECOLI
1GLF GLPK_ECOLI
1GLG DGAL_ECOLI
1GLH GUB_PAEMA
1GLI HBA_HUMAN
1GLJ GLPK_ECOLI
1GLK HXK4_HUMAN
1GLL GLPK_ECOLI
1GLM AMYG_ASPAW
1GLN SYE_THET8
1GLO CATS_HUMAN
1GLP GSTP1_MOUSE
1GLQ GSTP1_MOUSE
1GLU GCR_RAT
1GLV GSHB_ECOLI
1GM0 PBP_BOMMO
1GM1 PTN13_MOUSE
1GM2 IBB4_DOLAX
1GM6 SAL_PIG
1GM7 PAC_ECOLX
1GM8 PAC_ECOLX
1GM9 PAC_ECOLX
1GMC CTRA_BOVIN
1GMD CTRA_BOVIN
1GME HS16B_WHEAT
1GMG ROP_ECOLX
1GMH CTRA_BOVIN
1GMI KPCE_RAT
1GMJ ATIF1_BOVIN
1GML TCPG_MOUSE
1GMN HGF_HUMAN
1GMO HGF_HUMAN
1GMP RNSA_STRAU
1GMQ RNSA_STRAU
1GMR RNSA_STRAU
1GMU UREE_KLEAE
1GMV UREE_KLEAE
1GMW UREE_KLEAE
1GMX GLPE_ECOLI
1GMY CATB_HUMAN
1GMZ PA23_BOTPI
1GN0 GLPE_ECOLI
1GN1 TCPG_MOUSE
1GN2 SODF_MYCTU
1GN3 SODF_MYCTU
1GN4 SODF_MYCTU
1GN6 SODF_MYCTU
1GN8 COAD_ECOLI
1GN9 HCP_DESDA
1GNA GUC2A_HUMAN
1GNB GUC2A_HUMAN
1GNC CSF3_HUMAN
1GND GDIA_BOVIN
1GNE GST26_SCHJA
1GNF GATA1_MOUSE
1GNG FRAT1_HUMAN
1GNH CRP_HUMAN
1GNI ALBU_HUMAN
1GNJ ALBU_HUMAN
1GNK GLNK_ECOLI
1GNL HCP_DESDA
1GNM POL_HV1B1
1GNN POL_HV1B1
1GNO POL_HV1B1
1GNP RASH_HUMAN
1GNQ RASH_HUMAN
1GNR RASH_HUMAN
1GNS SUBT_BACAM
1GNT HCP_DESVH
1GNU GBRAP_HUMAN
1GNV SUBT_BACAM
1GNW GSTF4_ARATH
1GO0 RL30E_THECE
1GO1 RL30E_THECE
1GO2 FENR_ANASO
1GO3 RPOE1_METJA
1GO4 MD1L1_HUMAN
1GO5 NXF1_HUMAN
1GO7 PRTC_ERWCH
1GO8 PRTC_ERWCH
1GOA RNH_ECOLI
1GOB RNH_ECOLI
1GOC RNH_ECOLI
1GOD PA22_CERGO
1GOF GAOA_GIBZE
1GOG GAOA_GIBZE
1GOH GAOA_GIBZE
1GOJ KINH_NEUCR
1GOK XYNA_THEAU
1GOL MK01_RAT
1GOM XYNA_THEAU
1GOO XYNA_THEAU
1GOP CR1_HUMAN
1GOQ XYNA_THEAU
1GOR XYNA_THEAU
1GOS AOFB_HUMAN
1GOT GBB1_BOVIN
1GOU RN_BACIN
1GOV RN_BACIN
